Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,comp_addr
Closed,3/18/2020,2790,,Completed/Never Occupied,170255648,Aida Pedroza,22103,William Pitt Sotheby's Int'l,100 Commons Park 1307 Stamford Connecticut 06902
Closed,3/17/2020,589750,,To Be Built,170215467,Renee Meuse,MEUSER,William Raveis Real Estate,11 Sweetheart Mountain (Lot 31)   Canton Connecticut 06019
Closed,3/16/2020,28000,,Completed/Never Occupied,170259408,Elyse Harney Morris,MORREL,Elyse Harney Real Estate,40B Millerton   Salisbury Connecticut 06039
Closed,3/15/2020,1400,,Completed/Never Occupied,170278231,Maggie Pizarro,11217,US Asset Realty,410 Hollister Avenue 1 Bridgeport Connecticut 06607
Closed,3/13/2020,421007,,To Be Built,170160316,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,69 Shepard (Unit 30) Way 30 South Windsor Connecticut 06117
Closed,3/13/2020,599900,,Under Construction,170236765,Renee Meuse,meuser,Century 21 AllPoints Rlty,8 Sweetheart Mountain (Lot 28 )   Canton Connecticut 06019
Closed,3/13/2020,345000,,Completed/Never Occupied,170266781,Sue Kopec-jutcawitz,10636,Coldwell Banker Residential Brokerage,20 Rowland Farm Road  Oxford Connecticut 06478
Closed,3/13/2020,2200,,Completed/Never Occupied,170277402,Tim DeBowes,18139,"Hathaway, Inc.",467 Glenbrook Street 101 Stamford Connecticut 06906
Closed,3/10/2020,1750,,Completed/Never Occupied,170267316,Joyce Cebo,L1460,William Raveis Real Estate,195 Southfield Avenue 1 Stamford Connecticut 06902
Closed,3/9/2020,1695,,Completed/Never Occupied,170276808,Todd Turcotte,15726,Milligan Realty.com,30 Ferris Avenue B3 Norwalk Connecticut 06854
Closed,3/6/2020,542353,,Under Construction,170234357,Mark J Murphy,EMURPHYM,Berkshire Hathaway NE Prop.,37 Arbor Crossing   East Lyme Connecticut 06333
Closed,3/6/2020,301000,,Under Construction,170243508,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,271 Pepin Place  105 South Windsor Connecticut 06074
Closed,3/5/2020,3300,,Completed/Never Occupied,170231992,Chris Carey,CCARE1,Carey & Guarrera Real Estate,138 Wells View Road  Shelton Connecticut 06484
Closed,3/5/2020,3200,,Completed/Never Occupied,170263121,Stephen Guarrera,7830,Carey & Guarrera Real Estate,144 Wells View Road  Shelton Connecticut 06484
Closed,3/5/2020,1695,,Completed/Never Occupied,170278854,Todd Turcotte,15726,Milligan Realty.com,30 Ferris Avenue B5 Norwalk Connecticut 06854
Closed,3/4/2020,651956,,To Be Built,170217652,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,93 North Ridge Court  Southington Connecticut 06489
Closed,3/4/2020,2700,,Completed/Never Occupied,170261184,Louis Roy Evjen,EVJENR,Evjen Agency,57 Beecher Street   Southington Connecticut 06489
Closed,3/4/2020,2400,,Completed/Never Occupied,170261192,Louis Roy Evjen,EVJENR,Evjen Agency,61 Beecher Street   Southington Connecticut 06489
Closed,3/3/2020,421478,,To Be Built,170229318,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,4 Prospect Ridge   Simsbury Connecticut 06070
Closed,3/2/2020,1750,,Completed/Never Occupied,170269429,Tim DeBowes,18139,"Hathaway, Inc.",614 Shippan Avenue 109 Stamford Connecticut 06902
Closed,3/2/2020,1695,,Completed/Never Occupied,170277516,Todd Turcotte,15726,Milligan Realty.com,30 Ferris Avenue A1 Norwalk Connecticut 06854
Closed,3/2/2020,1695,,Completed/Never Occupied,170277519,Todd Turcotte,15726,Milligan Realty.com,30 Ferris Avenue B7 Norwalk Connecticut 06854
Closed,3/1/2020,1725,,Under Construction,170256554,Christine Bryant,HAYNESC,Berkshire Hathaway NE Prop.,29 Covey Road 11 Burlington Connecticut 06013
Closed,3/1/2020,2342,,Completed/Never Occupied,170265850,Alex Camargo DeCamargo,19923,Coldwell Banker Residential Brokerage,6 Beckett Street A Danbury Connecticut 06811
Closed,2/28/2020,350500,,To Be Built,170166324,Britany L Goyen,GOYENB,New England Prestige Realty,25 Naubuc Ave  5 Glastonbury Connecticut 06033
Closed,2/28/2020,523464,,Under Construction,170220486,Meredith Colasanto,COLASANM,Thomas Jacovino,7 ARROWWOOD Court 186 Middlebury Connecticut 06762
Closed,2/28/2020,574488,,Under Construction,170237309,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-29 Colonial Road 27 Stamford Connecticut 06906
Closed,2/28/2020,339900,,Completed/Never Occupied,170262012,Nicholle McKiernan,DIPINTON,REMAX Alliance,2146 Long Hill Road   Guilford Connecticut 06437
Closed,2/27/2020,579900,,Under Construction,170243674,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-75 Colonial Road 62 Stamford Connecticut 06906
Closed,2/26/2020,1132000,,Under Construction,170235807,Denise Walsh,15042,William Raveis Real Estate,LOT 1 Lindbergh Court  Fairfield Connecticut 06824
Closed,2/25/2020,547049,,Under Construction,170008864,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,25 Essex Glen Circle Drive  Essex Connecticut 06426
Closed,2/25/2020,426989,,To Be Built,170164068,Meredith Colasanto,COLASANM,Thomas Jacovino,5 ARROWWOOD Court 185 Middlebury Connecticut 06762
Closed,2/25/2020,431385,,Under Construction,170196669,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,39 Cambridge Court  Simsbury Connecticut 06070
Closed,2/24/2020,616500,,To Be Built,170160580,Cheryl A Rosadino,ROSADICH,Berkshire Hathaway NE Prop.,Lot 4 Beechwood Court  Cheshire Connecticut 06410
Closed,2/21/2020,269900,,Under Construction,170243315,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,41 Eden Avenue 41-1 Southington Connecticut 06489
Closed,2/21/2020,2475,,Completed/Never Occupied,170257697,Louis Roy Evjen,EVJENR,Evjen Agency,77 Beecher Street Street  Southington Connecticut 06489
Closed,2/21/2020,2600,,Completed/Never Occupied,170266790,Sue Kopec-jutcawitz,10636,Coldwell Banker Residential Brokerage,23 Rowland Farm Road  Oxford Connecticut 06478
Closed,2/20/2020,2250,,Completed/Never Occupied,170238203,Tim DeBowes,18139,"Hathaway, Inc.",614 Shippan Avenue 310 Stamford Connecticut 06902
Closed,2/18/2020,413775,,Completed/Never Occupied,170173446,Edite Calabrese,CALAED,"Hunter's Chase REALTORS, LLC",378 HUNTERS Drive  Litchfield Connecticut 06759
Closed,2/18/2020,4000000,,Completed/Never Occupied,170204680,Rob C Johnson,19830,Halstead Real Estate,25 Tomac Avenue  Greenwich Connecticut 06870
Closed,2/18/2020,400000,,Under Construction,170222575,John A Mastrianni,MASTRIAJ,Appletown Realty Inc.,90 Applegate  138 Southington Connecticut 06032
Closed,2/18/2020,2631,,Completed/Never Occupied,170265225,Jarah Tuttle,3033,NewBridge Properties,25 glenbrook Road 603 Stamford Connecticut 06902
Closed,2/17/2020,1100,,Completed/Never Occupied,170134444,Catherine J Vincelette,VINCELCA,Ditchkus Real Estate,1 Rowe Avenue 2 Milford Connecticut 06460
Closed,2/17/2020,2900,,Completed/Never Occupied,170238769,Tim DeBowes,18139,"Hathaway, Inc.",614 Shippan Avenue 307 Stamford Connecticut 06902
Closed,2/17/2020,1300,,Completed/Never Occupied,170247045,Joseph J DeFrancisco Jr.,23076,Re/Max Right Choice,128 Sheridan Street 1 Bridgeport Connecticut 06610
Closed,2/14/2020,870000,,Completed/Never Occupied,170212652,Carole Cousins,K1077,Coldwell Banker Residential Brokerage,1025 Stillwater Road Lot 2 Stamford Connecticut 06902
Closed,2/14/2020,1700,,Completed/Never Occupied,170258936,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",27 Tridell Dr  4 Southington Connecticut 06479
Closed,2/12/2020,455830,,To Be Built,170059938,Steven Lepore,LEPORES,"West Wind Realty, LLC",Lot 3 Evergreen Crossing  New Hartford Connecticut 06057
Closed,2/12/2020,651237,,Under Construction,170164574,Andrea Bannerman,20635,Thomas Jacovino,119 Winding Ridge Way 76 Danbury Connecticut 06810
Closed,2/10/2020,488100,,To Be Built,170118173,George J Santos,SANTOSG,William Raveis Real Estate,3 Wind Mill Lane  Canton Connecticut 06019
Closed,2/10/2020,710000,,To Be Built,170210656,Scott Broder,BRODERS,William Raveis Real Estate,10 Woodridge Circle   West Hartford Connecticut 06107
Closed,2/10/2020,2750,,Completed/Never Occupied,170216765,Kathie Sierras,10590,William Raveis Real Estate,12 Bloomfield Drive A Fairfield Connecticut 06825
Closed,2/7/2020,402500,,Completed/Never Occupied,170127374,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,1 Essex Glen Drive 1 Essex Connecticut 06426
Closed,2/7/2020,443398,,To Be Built,170207084,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,3 ARROWWOOD Court 184 Middlebury Connecticut 06762
Closed,2/7/2020,357298,,Under Construction,170245443,Dawn Cabral,cabralda,"West View Properties, LLC",35 Stevens Boulevard  Thomaston Connecticut 06787
Closed,2/7/2020,1650,,Torn Down & Rebuilt,170265134,Christine Georgopulo,N6774CG,"Greenwich Great Estates, LLC",56.5 Main Street 5 Norwalk Connecticut 06854
Closed,2/6/2020,415145,,To Be Built,170160353,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,67 Shepard (Unit 31) Way 31 South Windsor Connecticut 06117
Closed,2/6/2020,485743,,To Be Built,170168866,Andrea Bannerman,20635,Thomas Jacovino,193 Brentwood Circle 1 Danbury Connecticut 06810
Closed,2/6/2020,247210,,Under Construction,170245398,Dawn Cabral,cabralda,"West View Properties, LLC",22 Stevens Boulevard  Thomaston Connecticut 06787
Closed,2/3/2020,2175,,Completed/Never Occupied,170257707,Louis Roy Evjen,EVJENR,Evjen Agency,73 Beecher   Southington Connecticut 06489
Closed,2/3/2020,2375,,Completed/Never Occupied,170261105,Louis Roy Evjen,EVJENR,Evjen Agency,69 Beecher Street   Southington Connecticut 06489
Closed,2/1/2020,1499,,Completed/Never Occupied,170213566,Bob Camillone,7225,Berkshire Hathaway NE Prop.,35 Old Park Lane Road 1 D New Milford Connecticut 06776
Closed,1/31/2020,590725,,To Be Built,170149770,Suzanne B DeMarco,21546,Thomas Jacovino,40 South Crossing Way 62 Bethel Connecticut 06801
Closed,1/31/2020,1535000,,To Be Built,170152816,Carole Cousins,K1077,Coldwell Banker Residential Brokerage,128 Silver Spring Road Lot 2 Ridgefield Connecticut 06877
Closed,1/31/2020,278910,,To Be Built,170175022,Doug Blackwood,BLACKWOD,Calcagni Real Estate,13 Beecher Walk 31 Orange Connecticut 06477
Closed,1/31/2020,370000,,To Be Built,170195416,Christine Johnson,ejohnsonc2,1 Worcester Homes,66 Cardinal   Killingly Connecticut 06241
Closed,1/30/2020,442927,,Completed/Never Occupied,170236086,Robin Paquin,14438,EG Group Realty,43 Twin Oaks Trail 184 Beacon Falls Connecticut 06403
Closed,1/30/2020,2975,,Model,170259750,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,3 SYLVESTERS Way 3 Shelton Connecticut 06484
Closed,1/28/2020,322800,,To Be Built,170166306,Britany L Goyen,GOYENB,New England Prestige Realty,25 Naubuc Ave  2 Glastonbury Connecticut 06033
Closed,1/28/2020,530837,,Under Construction,170236263,Chris Carey,CCARE1,Carey & Guarrera Real Estate,126 Wells View Road  Shelton Connecticut 06484
Closed,1/24/2020,374434,,To Be Built,170154250,Kathy Palagonia,PALAGONK,Thomas Jacovino,51 Tamarack Court 296 Prospect Connecticut 06712
Closed,1/24/2020,267250,,To Be Built,170175020,Doug Blackwood,BLACKWOD,Calcagni Real Estate,11 Beecher Walk 32 Orange Connecticut 06477
Closed,1/24/2020,1650000,,Completed/Never Occupied,170253537,Benjamin Howell,20249,Higgins Group Real Estate,5A Eno Lane  Westport Connecticut 06880
Closed,1/23/2020,25000,,Completed/Never Occupied,170238621,Christopher B Finlay,16453,Halstead Real Estate,40 Bush Avenue B Greenwich Connecticut 06830
Closed,1/22/2020,373861,,To Be Built,170104020,Kathy Palagonia,PALAGONK,Thomas Jacovino,12 Cherry Circle 280 Prospect Connecticut 06712
Closed,1/22/2020,378350,,Under Construction,170227173,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,18 Webster  16 Middletown Connecticut 06457
Closed,1/22/2020,1495,,Completed/Never Occupied,170246841,Erik Sousa,SOUSAE,William Raveis Real Estate,275 Ridge Road 305 Wethersfield Connecticut 06109
Closed,1/17/2020,506315,,To Be Built,170141884,George J Santos,SANTOSG,William Raveis Real Estate,12 Wind Mill Lane   Canton Connecticut 06019
Closed,1/17/2020,569900,,Under Construction,170152095,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-62 Colonial Road 54 Stamford Connecticut 06906
Closed,1/17/2020,269910,,To Be Built,170175018,Doug Blackwood,BLACKWOD,Calcagni Real Estate,17 Beecher Walk 29 Orange Connecticut 06477
Closed,1/17/2020,178660,,Under Construction,170219887,Doug Blackwood,BLACKWOD,Calcagni Real Estate,15 Beecher Walk 30 Orange Connecticut 06477
Closed,1/17/2020,315000,,Completed/Never Occupied,170251970,Valeria Amarante,22245,Century 21 Scala Group,248-250 Iranistan Avenue  Bridgeport Connecticut 06604
Closed,1/16/2020,316250,,Under Construction,170167437,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 37 Heritage Hill   Wolcott Connecticut 06716
Closed,1/16/2020,486546,,To Be Built,170208645,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,48 Cambridge Court  Simsbury Connecticut 06070
Closed,1/16/2020,80000,,Completed/Never Occupied,170236172,Lauren Freedman,FREEDMANL,Coldwell Banker Res Brokerage,525 east main Street 30 Branford Connecticut 06405
Closed,1/16/2020,289590,,Under Construction,170243540,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,279 Pepin Place  103 South Windsor Connecticut 06074
Closed,1/16/2020,2700,,Completed/Never Occupied,170257237,Tim DeBowes,18139,"Hathaway, Inc.",614 Shippan Avenue 304 Stamford Connecticut 06902
Closed,1/15/2020,330955,,To Be Built,170084973,Meredith Colasanto,COLASANM,Thomas Jacovino,84 RIDGEWOOD Drive 106 Middlebury Connecticut 06762
Closed,1/15/2020,280660,,Completed/Never Occupied,170089521,Doug Blackwood,BLACKWOD,Calcagni Real Estate,3 Beecher Walk 36 Orange Connecticut 06477
Closed,1/15/2020,2300,,Completed/Never Occupied,170257070,Tim DeBowes,18139,"Hathaway, Inc.",467 Glenbrook Road 201 Stamford Connecticut 06906
Closed,1/15/2020,1785,,Completed/Never Occupied,170259902,Melanie Healey,JHEALE1,NewBridge Properties,34 Stoneridge Circle 34 Stamford Connecticut 06902
Closed,1/14/2020,335733,,To Be Built,170145725,Meredith Colasanto,COLASANM,Thomas Jacovino,86 RIDGEWOOD Drive 107 Middlebury Connecticut 06762
Closed,1/13/2020,5400000,,Completed/Never Occupied,170166827,Kristy De La Sierra,17560,Houlihan/Lawrence,297 Chapman Lane  Greenwich Connecticut 06830
Closed,1/10/2020,698630,,To Be Built,170093960,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,108 LONG MEADOW Drive  South Windsor Connecticut 06074
Closed,1/10/2020,349390,,To Be Built,170172997,Daniela L Volo,VOLODANI,Calcagni Real Estate,118 Daniel Drive 101 North Haven Connecticut 06473
Closed,1/9/2020,239900,,Under Construction,170245383,Dawn Cabral,cabralda,"West View Properties, LLC",18 Stevens Boulevard  Thomaston Connecticut 06787
Closed,1/9/2020,138900,,Completed/Never Occupied,170258159,Thomas J Doyle,DOYLETHO,Colonial Properties Inc,510 First Ave (#102)  102 West Haven Connecticut 06516
Closed,1/7/2020,510670,,Under Construction,170151424,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,35 Carson Way  Simsbury Connecticut 06070
Closed,1/6/2020,554280,,To Be Built,170139754,Chris Carey,CCARE1,Carey & Guarrera Real Estate,162 Wells View Road  Shelton Connecticut 06484
Closed,1/6/2020,7900,,Completed/Never Occupied,170242831,Stacy A Young,21810,William Raveis Real Estate,38 St. Roch Avenue E Greenwich Connecticut 06830
Closed,1/2/2020,366816,,To Be Built,170177313,Daniela L Volo,VOLODANI,Calcagni Real Estate,149 Mullholland Way 87 North Haven Connecticut 06473
Closed,1/2/2020,612900,,To Be Built,170201294,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,297 North Ridge Court  Southington Connecticut 06489
Closed,1/2/2020,300000,,Completed/Never Occupied,170240537,John F Jaser,JASERJOH,West Shore Realty,144 Rangeley Street  West Haven Connecticut 06516
Closed,1/2/2020,2175,,Completed/Never Occupied,170257719,Louis Roy Evjen,EVJENR,Evjen Agency,65 Beecher Street   Southington Connecticut 06489
Closed,1/1/2020,2460,,Completed/Never Occupied,170251259,Melanie Healey,JHEALE1,NewBridge Properties,86 Merrell Avenue 86 Stamford Connecticut 06902
Closed,12/31/2019,431366,,To Be Built,170145713,Meredith Colasanto,COLASANM,Thomas Jacovino,82 RIDGEWOOD Drive 105 Middlebury Connecticut 06762
Closed,12/31/2019,221900,,Under Construction,170166594,Dawn Cabral,cabralda,"West View Properties, LLC",35C Chestnut Avenue  Watertown Connecticut 06779
Closed,12/30/2019,323750,,To Be Built,170166317,Britany L Goyen,GOYENB,New England Prestige Realty,25 Naubuc Ave  4 Glastonbury Connecticut 06033
Closed,12/30/2019,382000,,Completed/Never Occupied,170242622,John J Pensa,PENSAJ,Classic Real Estate LLC,36 Burlington rd   Farmington Connecticut 06085
Closed,12/30/2019,1900,,Completed/Never Occupied,170251074,Aida Pedroza,22103,William Pitt Sotheby's Int'l,28 Southfield Avenue G05 Stamford Connecticut 06902
Closed,12/27/2019,373885,,To Be Built,170177314,Daniela L Volo,VOLODANI,Calcagni Real Estate,151 Mulholland Way 88 North Haven Connecticut 06473
Closed,12/27/2019,2365,,Completed/Never Occupied,170251161,Melanie Healey,JHEALE1,NewBridge Properties,10 Stoneridge Circle 10 Stamford Connecticut 06902
Closed,12/25/2019,444000,,Under Construction,170139022,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,52 Shepard Way (unit#21)   South Windsor Connecticut 06074
Closed,12/24/2019,340000,,Under Construction,170196764,Shaun Gauthier,GAUTHIERS,Keller Williams Realty,383 forest Street  Hamden Connecticut 06518
Closed,12/23/2019,556823,,To Be Built,170141522,Meredith Colasanto,COLASANM,Thomas Jacovino,13 ARROWWOOD Court 189 Middlebury Connecticut 06762
Closed,12/23/2019,359549,,To Be Built,170145742,Robin Paquin,14438,EG Group Realty,61 Fieldstone Lane 145 Beacon Falls Connecticut 06403
Closed,12/23/2019,568484.94,,To Be Built,170158973,Kenneth Shove,SHOVEKEN,Coldwell Banker Residential Brokerage,302 Hemlock Ln Lane 19 Middlebury Connecticut 06762
Closed,12/23/2019,2995,,Completed/Never Occupied,170249438,Margie Benefico,5448,Keller Williams Prestige Prop.,1 Dolsen Place  Stamford Connecticut 06901
Closed,12/20/2019,323705,,To Be Built,170104028,Kathy Palagonia,PALAGONK,Thomas Jacovino,14 Cherry Circle 281 Prospect Connecticut 06712
Closed,12/20/2019,347299,,To Be Built,170140205,James Celio,CELIOJA,Century 21 AllPoints Realty,6 Gilbert Lane 31 Hebron Connecticut 06248
Closed,12/20/2019,390000,,To Be Built,170153116,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,3 Jessie Lane Lot 3 East Windsor Connecticut 06016
Closed,12/20/2019,663806,,To Be Built,170165010,Suzanne B DeMarco,21546,Thomas Jacovino,21 Crossing Way 43 Bethel Connecticut 06801
Closed,12/20/2019,480174,,To Be Built,170200957,Robin Paquin,14438,EG Group Realty,73 Fieldstone Lane 155 Beacon Falls Connecticut 06403
Closed,12/20/2019,410875,,To Be Built,170210027,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,38 Hillcrest Village  Lot 38 Southington Connecticut 06489
Closed,12/20/2019,380000,,Under Construction,170215696,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,2 Jessie Lane Lot #17 East Windsor Connecticut 06016
Closed,12/19/2019,453666,,To Be Built,170154152,Andrea Craig,20635,Thomas Jacovino,37 Moorland Drive 15 Danbury Connecticut 06810
Closed,12/19/2019,438820,,To Be Built,170207984,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,37 Hillcrest Village  Lot 37 Southington Connecticut 06489
Closed,12/19/2019,295000,,Completed/Never Occupied,170244455,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 29 Heritage Hill   Wolcott Connecticut 06716
Closed,12/18/2019,588943,,Under Construction,170152147,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-65 Colonial Road 59 Stamford Connecticut 06906
Closed,12/18/2019,651300,,Under Construction,170236889,Holly Negreiro,HNEGR,William Raveis Real Estate,4B Turkey Roost Road  Newtown Connecticut 06482
Closed,12/18/2019,565600,,Completed/Never Occupied,170251352,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,3 SYLVESTERS WAY  3 Shelton Connecticut 06484
Closed,12/17/2019,416191,,To Be Built,170104016,Kathy Palagonia,PALAGONK,Thomas Jacovino,16 Cherry Circle 282 Prospect Connecticut 06712
Closed,12/16/2019,441669,,To Be Built,170168872,Andrea Craig,20635,Thomas Jacovino,35 Moorland Drive 16 Danbury Connecticut 06810
Closed,12/16/2019,309580,,To Be Built,170176445,James Celio,CELIOJA,Century 21 AllPoints Realty,20 Gilbert Lane 24 Hebron Connecticut 06248
Closed,12/13/2019,520000,,To Be Built,170137465,James Porto,PORTOJA,Coldwell Banker Res Brokerage,18 Riverbend Drive  Oxford Connecticut 06478
Closed,12/13/2019,315518,,To Be Built,170166386,Britany L Goyen,GOYENB,New England Prestige Realty,27 Naubuc Ave  4 Glastonbury Connecticut 06033
Closed,12/13/2019,364700,,Under Construction,170221975,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,21 Webster Lane 10 Middletown Connecticut 06457
Closed,12/13/2019,499900,,Completed/Never Occupied,170226123,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,10 Anthonys Way  Bloomfield Connecticut 06002
Closed,12/13/2019,312500,,Completed/Never Occupied,170240461,Kenneth Demirs,DEMIRSKE,"West View Properties, LLC",10 N Harwinton   Plymouth Connecticut 06786
Closed,12/12/2019,761982,,To Be Built,170177244,Douglas Rose,17066,Real Living Scalzo Group Real Estate,97 Trailside Drive 10 Monroe Connecticut 06468
Closed,12/12/2019,573112,,To Be Built,170198557,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,277 North Ridge Court  Southington Connecticut 06489
Closed,12/11/2019,348000,,Completed/Never Occupied,170224510,Kamil Andrukiewicz,ANDRUKIEK,Keller Williams Realty,144C Red Stone Hill Road  Plainville Connecticut 06062
Closed,12/10/2019,1500,,Completed/Never Occupied,170211406,Rebecca Koladis,KOLADISR,Berkshire Hathaway NE Prop.,289 Asylum Street 4W Hartford Connecticut 06103
Closed,12/9/2019,500000,,Under Construction,170127350,Maryalice H Widness,WIDNESSM,Berkshire Hathaway NE Prop.,2 Essex Glen Drive  Essex Connecticut 06426
Closed,12/9/2019,1226,,Completed/Never Occupied,170213593,Bob Camillone,7225,Berkshire Hathaway NE Prop.,35 Old Park Lane Road 1F New Milford Connecticut 06776
Closed,12/6/2019,770367,,To Be Built,170047011,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,98 Long Meadow Drive  South Windsor Connecticut 06074
Closed,12/6/2019,610000,,Completed/Never Occupied,170098864,Andrea Craig,20635,Thomas Jacovino,103 Winding Ridge Way 68 Danbury Connecticut 06810
Closed,12/6/2019,616754,,Under Construction,170122966,Suzanne B DeMarco,21546,Thomas Jacovino,18 Cole Lane 24 Bethel Connecticut 06801
Closed,12/6/2019,371500,,Under Construction,170195472,Phyllis Bysiewicz,BYSIEWIC,Ameritage Group Inc,Unit 9 Webster  9 Middletown Connecticut 06457
Closed,12/6/2019,380149,,To Be Built,170201627,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,88 RIDGEWOOD Drive 108 Middlebury Connecticut 06762
Closed,12/6/2019,495995,,Model,170211042,Andrea Craig,20635,Thomas Jacovino,8 Old Pasture Drive 14 Danbury Connecticut 06810
Closed,12/6/2019,2235,,Completed/Never Occupied,170252091,Melanie Healey,JHEALE1,NewBridge Properties,7 Birch Drive 7 Stamford Connecticut 06902
Closed,12/5/2019,749900,,Under Construction,170152150,Donna McNamara,MCNAMARAD,RMS Real Estate Group,159-3 Colonial Road 2 Stamford Connecticut 06906
Closed,12/5/2019,290429,,Under Construction,170166949,Dawn Cabral,cabralda,"West View Properties, LLC",27 Stevens Boulevard  Thomaston Connecticut 06787
Closed,12/5/2019,579995,,Completed/Never Occupied,170247887,Kathy Palagonia,PALAGONK,Thomas Jacovino,19 White Oak Drive 8 Prospect Connecticut 06712
Closed,12/4/2019,385945,,To Be Built,170207401,Jody Cox,COXJ,Coldwell Banker Res Brokerage,31 Tanglewood Drive  Somers Connecticut 06071
Closed,12/4/2019,330000,,Model,170239429,Donna Genovese,GENOVESED,"Great Estates, CT",223 Corbin Ridge Road  Bristol Connecticut 06010
Closed,12/3/2019,305900,,To Be Built,170068921,DONNA MEMBRINO,MEMBDO,William Pitt Sotheby's Int'l,187 Oak Meadow Lane H15 Harwinton Connecticut 06791
Closed,12/2/2019,900,,Completed/Never Occupied,170252298,Steve Greenwald,GREENWALDST,Brookside Realty Group,55 Crouch Street 14 Groton Connecticut 06340
Closed,12/1/2019,1600,,Completed/Never Occupied,170211408,Rebecca Koladis,KOLADISR,Berkshire Hathaway NE Prop.,289 Asylum Street 5E Hartford Connecticut 06103
Closed,12/1/2019,1600,,Completed/Never Occupied,170211412,Rebecca Koladis,KOLADISR,Berkshire Hathaway NE Prop.,289 Asylum Street 5W Hartford Connecticut 06103
Closed,12/1/2019,1670,,Completed/Never Occupied,170250659,Melanie Healey,JHEALE1,NewBridge Properties,54 Fairgate Drive 54 Stamford Connecticut 06902
Closed,11/26/2019,266500,,Completed/Never Occupied,170114449,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,1066 Long Cove Road   Ledyard Connecticut 06335
Closed,11/26/2019,684959,,To Be Built,170162372,Douglas Rose,17066,Real Living Scalzo Group Real Estate,39 Birdseye Road 16 Monroe Connecticut 06468
Closed,11/25/2019,338742,,To Be Built,170089438,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,5 Alexandra Avenue  Plainfield Connecticut 06354
Closed,11/25/2019,782472,,To Be Built,170106074,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,57 Long Meadow Drive  South Windsor Connecticut 06074
Closed,11/22/2019,630000,,Under Construction,170218707,John Coppola,COPPOLJO,William Raveis Real Estate,242 Zion Hill   Milford Connecticut 06461
Closed,11/21/2019,400000,,Under Construction,170219381,Debra S Hall,HALLDE,Switz Real Estate Associates,162 Briar Hill   Groton Connecticut 06340
Closed,11/21/2019,399900,,Completed/Never Occupied,170242206,Patti Iannucci,5846,Carey & Guarrera Real Estate,Lot 593 Angell Avenue  Shelton Connecticut 06484
Closed,11/21/2019,7300,,Completed/Never Occupied,170242648,Stacy A Young,21810,William Raveis Real Estate,38 St. Roch Avenue F Greenwich Connecticut 06830
Closed,11/20/2019,275970,,To Be Built,170089510,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,15 Henry Drive  Plainfield Connecticut 06354
Closed,11/20/2019,751518,,Under Construction,170187530,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-68 Colonial Road 17 Stamford Connecticut 06906
Closed,11/19/2019,415795,,Under Construction,170202979,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,55 Cambridge Court  Simsbury Connecticut 06070
